snap,redshift,CMx,CMy,CMz,Particles_in,Particles_out
d5004.00057.npy,9.92496,0.05533210358743256,0.04182901531025186,0.05551545012817296,56819.0,1.0
d5004.00310.npy,5.99825,0.037075036200639004,0.02802733981562687,0.05551921733073514,56820.0,0.0
d5004.00715.npy,4.99997,0.03299453336918604,0.01877704497277206,0.03719535158587588,56819.0,1.0
d5004.01615.npy,3.99995,0.029365134698575577,0.01877704497277206,0.033103862911429534,56819.0,1.0
d5004.02255.npy,3.49968,0.022904805064888945,0.012580620131757281,0.02946243799117228,56819.0,1.0
d5004.03667.npy,2.99998,0.022904805064888945,0.01119675191726398,0.022980701633114383,56819.0,1.0
d5004.04447.npy,2.80009,0.015347265364807369,0.007502332256420972,0.022982261072115113,56820.0,0.0
d5004.04452.npy,2.80009,0.01197086698454975,0.005026562611802051,0.022982261072115113,56820.0,0.0
d5004.05137.npy,2.6501,0.010653345502950757,0.0050262219356598005,0.015397070094186631,56819.0,1.0
d5004.05753.npy,2.53018,0.010653345502950757,0.003920453109814645,0.013703392383826103,56819.0,1.0
d5004.05919.npy,2.49996,0.00947937701351412,0.002626364598916894,0.012193329246808582,56815.0,5.0
d5004.06426.npy,2.4101,0.006352589923409537,0.0026267035835758124,0.008171332878475508,56819.0,1.0
d5004.07112.npy,2.29995,0.005638859184235655,0.002049334892320472,0.00814982689276533,56776.0,44.0
d5004.07829.npy,2.20012,0.005031886478332693,0.0015980864602475238,0.0054747930285785895,56819.0,1.0
d5004.08678.npy,2.09016,0.00336245173155972,0.0010709824147266786,0.005460384018152771,56776.0,44.0
d5004.09687.npy,2.00004,0.0026227123506165823,0.0008353662834868095,0.005460384018152771,56776.0,44.0
d5004.11157.npy,1.87012,0.0026227123506165823,0.0005596954099361623,0.004859741776155966,56776.0,44.0
d5004.12585.npy,1.74995,0.0026227123506165823,0.0005596954099361623,0.003790598585401653,56776.0,44.0
d5004.13951.npy,1.63991,0.0017572172749131098,0.0004981289148431843,0.003373632741007471,56776.0,44.0
d5004.14999.npy,1.53996,0.0011773355741917838,0.0003885405535776839,0.002260333936475006,56776.0,44.0
d5004.16140.npy,1.44994,0.000788814834708495,0.0003885405535776839,0.0017630604704505044,56776.0,44.0
d5004.17697.npy,1.36007,0.0005285059392546917,0.0003030616317905934,0.0013751871669513936,56776.0,44.0
d5004.18943.npy,1.28001,0.0005285059392546917,0.0002697248522936281,0.0010726459902220867,56776.0,44.0
d5004.20220.npy,1.21008,0.0004122346326186595,0.0002697248522936281,0.0010726459902220867,56776.0,44.0
d5004.21540.npy,1.14009,0.00027507228489876534,0.0001806276031555336,0.0007621524063536767,55166.0,1654.0
d5004.22852.npy,1.07001,0.00018502024410084345,0.0001605864694477314,0.0006804626012394306,55230.0,1590.0
d5004.24563.npy,1.01013,0.00018502024410084345,0.0001605864694477314,0.0006804626012394306,55230.0,1590.0
d5004.26403.npy,0.9501,0.0001646373774729434,0.00016051581132070129,0.0006054168648781009,55225.0,1588.0
d5004.28226.npy,0.89005,0.0001646680172497507,0.000142921957808481,0.0006056117151030932,55230.0,1590.0
d5004.29679.npy,0.83999,0.00011030704290687205,0.00011143007621883084,0.0005388210097415099,55225.0,1588.0
d5004.31158.npy,0.78997,8.603949346736022e-05,8.691545945068807e-05,0.0003610100765268115,55225.0,1588.0
d5004.32718.npy,0.74011,8.605742440558895e-05,7.738854080329495e-05,0.00024195813604600865,55228.0,1592.0
d5004.34220.npy,0.70011,6.714724858569334e-05,6.888282761908968e-05,0.00024202535054893804,55232.0,1588.0
d5004.35692.npy,0.66003,6.686142869743811e-05,4.619640219455896e-05,0.00018812913263656592,55166.0,1654.0
d5004.37041.npy,0.62002,6.686142869743811e-05,4.619640219455896e-05,0.00012604651886649916,55166.0,1654.0
d5004.38535.npy,0.58008,5.950667154071993e-05,4.1114797953157475e-05,9.831628471586934e-05,55166.0,1654.0
d5004.40045.npy,0.54006,4.657627229973991e-05,3.656057606388842e-05,7.690748734049679e-05,55224.0,1596.0
d5004.41132.npy,0.50999,3.5986218252325945e-05,2.8274148614225192e-05,5.452849357761361e-05,56145.0,668.0
d5004.42719.npy,0.47002,2.823900999299172e-05,1.9123068135184885e-05,5.1380090392513325e-05,55166.0,1654.0
d5004.44146.npy,0.44004,2.822356738682558e-05,1.4907961505321777e-05,4.570002977228995e-05,55159.0,1654.0
d5004.45381.npy,0.41009,2.797226961207118e-05,9.943340905602106e-06,3.709100199353085e-05,55810.0,1010.0
d5004.46640.npy,0.3801,1.8710862569229885e-05,8.854288964869418e-06,2.518720219624857e-05,56042.0,778.0
d5004.47910.npy,0.35002,1.871295692121907e-05,7.9079744560816e-06,2.010445174808438e-05,56433.0,380.0
d5004.48825.npy,0.33001,1.66824331169728e-05,7.906275409009936e-06,2.0090886955784327e-05,56424.0,396.0
d5004.50286.npy,0.3,1.6623889636919918e-05,6.172812559729198e-06,1.7880870397925475e-05,56408.0,412.0
d5004.51258.npy,0.28008,1.1171346965717025e-05,5.477369789481249e-06,1.3869501153151049e-05,56326.0,494.0
d5004.52717.npy,0.25004,8.72326304452186e-06,5.47738054481312e-06,1.08592212255949e-05,56394.0,426.0
d5004.53781.npy,0.23001,8.660882731495633e-06,3.6782869689354693e-06,7.319477562369265e-06,56417.0,403.0
d5004.54861.npy,0.21001,5.852687945213065e-06,3.6731121218933833e-06,6.524770343899482e-06,56530.0,283.0
d5004.55874.npy,0.19002,5.830519647891869e-06,3.6590857913565196e-06,4.3969299279859565e-06,56498.0,322.0
d5004.57005.npy,0.17004,4.471454174287136e-06,2.4489437117203547e-06,2.9359346629569074e-06,56211.0,609.0
d5004.58314.npy,0.15005,4.21744927742675e-06,1.6557975145564252e-06,2.6260290476285263e-06,55176.0,1644.0
d5004.59580.npy,0.13006,3.29925089870137e-06,1.6533414251242978e-06,1.7661971249083447e-06,55235.0,1585.0
d5004.60876.npy,0.11009,2.7087114109168777e-06,1.638540188577692e-06,1.5597208228575648e-06,56122.0,698.0
d5004.62275.npy,0.09,2.134434435729161e-06,1.1022517819707539e-06,1.5526187309444906e-06,56313.0,507.0
d5004.63595.npy,0.07,1.452062163446188e-06,9.841643823764558e-07,1.3860255171966095e-06,56559.0,261.0
d5004.64731.npy,0.05007,9.790871472729828e-07,9.784841673632237e-07,9.336083789419381e-07,56624.0,196.0
d5004.65475.npy,0.04003,6.554567257239768e-07,9.662206156163722e-07,6.243741541998626e-07,56433.0,380.0
d5004.66953.npy,0.02002,5.148825969935914e-07,8.978449703694882e-07,4.211746805835386e-07,55166.0,1654.0
d5004.67822.npy,0.01005,4.582455113242964e-07,7.990820236288446e-07,3.748454657193494e-07,55166.0,1647.0
d5004.68502.npy,0.0,4.5910981329790773e-07,8.005006934133624e-07,3.7530830716062745e-07,55200.0,1620.0
